customer_id,customer_name,customer_segment,country,region,signup_date
C00970,Customer 970,Consumer,BR,LATAM,2022-12-17
C00971,Customer 971,SMB,US,North America,2021-10-10
C00972,Customer 972,Enterprise,UK,Europe,2023-03-10
C00973,Customer 973,SMB,AU,APAC,2023-01-23
C00974,Customer 974,Enterprise,UK,Europe,2020-05-29
C00975,Customer 975,Consumer,US,North America,2020-01-29
C00976,Customer 976,Corporate,FR,Europe,2020-03-22
C00977,Customer 977,Enterprise,US,North America,2022-11-03
C00978,Customer 978,Enterprise,FR,Europe,2022-05-17
C00979,Customer 979,Consumer,AU,APAC,2023-08-04
C00980,Customer 980,SMB,UK,Europe,2020-06-20
C00981,Customer 981,Consumer,FR,Europe,2022-11-13
C00982,Customer 982,Corporate,DE,Europe,2023-01-03
C00983,Customer 983,Enterprise,JP,APAC,2023-04-16
C00984,Customer 984,SMB,CA,North America,2023-12-01
C00985,Customer 985,Corporate,AU,APAC,2020-04-28
C00986,Customer 986,Consumer,DE,Europe,2022-06-08
C00987,Customer 987,Enterprise,CA,North America,2023-06-07
C00988,Customer 988,SMB,US,North America,2023-09-26
C00989,Customer 989,Consumer,UK,Europe,2020-01-26
C00990,Customer 990,Consumer,UK,Europe,2020-12-01
C00991,Customer 991,SMB,BR,LATAM,2022-12-07
C00992,Customer 992,Corporate,FR,Europe,2022-01-31
C00993,Customer 993,SMB,UK,Europe,2020-08-29
C00994,Customer 994,SMB,US,North America,2022-05-29
C00995,Customer 995,Consumer,FR,Europe,2021-06-22
C00996,Customer 996,Enterprise,CA,North America,2022-07-21
C00997,Customer 997,Consumer,JP,APAC,2022-10-20
C00998,Customer 998,SMB,UK,Europe,2020-11-18
C00999,Customer 999,Consumer,FR,Europe,2023-03-21
C01000,Customer 1000,Corporate,CA,North America,2022-11-08
